txid,timestamp,datetime_utc,src_ip,geo_country,asn,volume_usd,fee_btc,detected_pattern,confidence_score,chain_hops,mix_pool_size,evidence_details
3fe5436fce00c5a41575f4d82537013a180f56dcc9c66358e7d87fa5ff636188,1689736862,2023-07-19 03:21:02,35.230.222.224,US,AS15169 Google LLC,511.83,0.00010254,NONE,0.0,0,0,No overt structural laundering pattern observed.
f8ae37b698a511d21236bc4ea0aa4e670000d6630ee674183c7c4c38469f1245,1689741195,2023-07-19 04:33:15,212.48.74.20,RU,AS2500 PJSC Rostelecom,15615.57,2.778e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
a34cb5e4e15307bae416f894dade11e1d5958f5f29105b36875dc147b8caab55,1689758803,2023-07-19 09:26:43,134.209.141.123,US,"AS14061 DigitalOcean, LLC",0.18,1e-08,NONE,0.0,0,0,No overt structural laundering pattern observed.
b989f39c8ba07b0cf3ce02bae046d2828a32bd77d15389b2657c199ccb5d68dd,1689790648,2023-07-19 18:17:28,182.72.13.98,IN,AS9498 BHARTI Airtel Ltd.,618.73,7.987e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
e467556007c27b91c4b8c0a24e7d932f4cb85b94d33b1b2bafd67e9f1ba6941a,1689801586,2023-07-19 21:19:46,65.21.243.84,DE,AS24940 Hetzner Online GmbH,827.56,9.798e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
344733fd3e22169394f29e580191742ede8a5592efb611526d010714180e48ec,1689801794,2023-07-19 21:23:14,51.15.198.62,FR,AS12876 SCALEWAY S.A.S.,2588.7,1.98e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
79dcd1097fb80acab6bef43bd53b0e64861e92526e05ab4ecbe29642c02c70f0,1689824559,2023-07-20 03:42:39,88.198.77.252,DE,AS24940 Hetzner Online GmbH,1097.77,0.00011915,NONE,0.0,0,0,No overt structural laundering pattern observed.
c6fe84cdf55b99194221f1f59dea9c4d0e3c3b170931bbefa79c8bb2eadfbf54,1689824891,2023-07-20 03:48:11,136.243.14.152,DE,AS24940 Hetzner Online GmbH,4051.86,9.176e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
9cdcbab54c969d3f9fba4488abb97fdddd88328f928e1e84fb3915906a0d97e7,1689853970,2023-07-20 11:52:50,84.134.238.227,DE,AS3320 Deutsche Telekom AG,16999.39,2.528e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
4eaf27085febe2f0416143109c4fe1430b636b93227d6a1f8d5139cabd9832a3,1689880995,2023-07-20 19:23:15,45.76.172.153,JP,AS20473 The Constant Company (Vultr),1143.57,1.63e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
fc19e6ec43164f6ddfdda3c0598044c380da65a4a79039c9841f80f466394d29,1689883231,2023-07-20 20:00:31,122.160.159.194,IN,AS9498 BHARTI Airtel Ltd.,3072.07,0.00016852,NONE,0.0,0,0,No overt structural laundering pattern observed.
3e57af97bd4ca265afc940bc47fd92f13d24e85a3b3561e3bc8ea38b03b74d2c,1689921208,2023-07-21 06:33:28,35.160.86.144,US,"AS16509 Amazon.com, Inc. (AWS)",6298.17,0.00016381,NONE,0.0,0,0,No overt structural laundering pattern observed.
d977f22c3c213fad90d9cf106bcb9cc2a4877bff975dbb6c14e44144ac627332,1689923781,2023-07-21 07:16:21,47.74.77.217,SG,AS37963 Alibaba Cloud,13505.28,0.00017207,NONE,0.0,0,0,No overt structural laundering pattern observed.
81b8bed06653916de9fe3cbaa9b7cf9ecd98269e2bb9791aa05b16cb65ddb69a,1689985229,2023-07-22 00:20:29,34.120.165.242,US,AS15169 Google LLC,6319.82,0.00013336,NONE,0.0,0,0,No overt structural laundering pattern observed.
6b5202b1da5beb28415fcd668f09bdd737ac3849806abc673114e0e976d62ccd,1690041690,2023-07-22 16:01:30,149.202.16.172,FR,AS16276 OVH SAS,5210.23,0.00018911,NONE,0.0,0,0,No overt structural laundering pattern observed.
cbbcae2b3a23c7d097be871d48814af77617572e966e02ceaf23fca9e9a5744b,1690089923,2023-07-23 05:25:23,34.120.128.152,US,AS15169 Google LLC,5106.75,0.00011247,NONE,0.0,0,0,No overt structural laundering pattern observed.
0d3ed7dbc0cabd074c8d2f340fd5c5c496fe41c9e7a392e78741fc3af4fc39c3,1690145375,2023-07-23 20:49:35,149.202.41.120,FR,AS16276 OVH SAS,22034.07,0.504817,NONE,0.0,0,0,No overt structural laundering pattern observed.
d6a18b2eadd6fb87e55b3f3e610f7367e6ec2ff43df8c766a41fd84b6885f6e8,1690147197,2023-07-23 21:19:57,88.198.222.177,DE,AS24940 Hetzner Online GmbH,833.6,0.00012534,NONE,0.0,0,0,No overt structural laundering pattern observed.
a51b01a18615197de8a50121d7b85b048cf8612eca6de97b596bff1a36a4c1ba,1690177627,2023-07-24 05:47:07,65.21.109.44,DE,AS24940 Hetzner Online GmbH,6417.54,0.00012619,NONE,0.0,0,0,No overt structural laundering pattern observed.
bb1598ce481107ff10e8656a43f182d19dfa216d2bafaa3a3e01bf1a556d3c10,1690270384,2023-07-25 07:33:04,35.160.2.115,US,"AS16509 Amazon.com, Inc. (AWS)",5513.84,0.00016492,NONE,0.0,0,0,No overt structural laundering pattern observed.
b61e622ddaae03209f600eaa4103bac1061be01d6d853ecbba807da6a5825bed,1690274832,2023-07-25 08:47:12,81.134.57.10,GB,AS2856 British Telecommunications,23387.74,0.00084,COINJOIN_MIXING,0.95,1,12,CoinJoin/Mixing detected: 12 inputs mixed into 24 outputs. Anonymity set of 12 participants with equal denomination of 0.01 BTC.
961237b502bba04b027628264584bcb957223f873704eaebdb2da7d18ca96b24,1690289486,2023-07-25 12:51:26,3.80.139.143,US,"AS16509 Amazon.com, Inc. (AWS)",2118.99,0.00013377,NONE,0.0,0,0,No overt structural laundering pattern observed.
07b718bb5a95e4de14865a2caa1cb2b965505abe3f1f438bb2b33d062ac2c6b8,1690293508,2023-07-25 13:58:28,88.198.17.43,DE,AS24940 Hetzner Online GmbH,4493.26,9.162e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
e3cca593f2eef2b9f2835d2665b3928f1e92afe4cba6e5aac657397807a06ba3,1690304222,2023-07-25 16:57:02,88.198.164.99,DE,AS24940 Hetzner Online GmbH,3486.43,2.734e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
c006546d851145c051a6d41d3ad6f89c84514e00026e56430d90f0ba0edc8fa4,1690305604,2023-07-25 17:20:04,136.243.175.93,DE,AS24940 Hetzner Online GmbH,3113.25,4.94e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
41b648bbbde2ed0d4f1717abf421bb2cbb63361edc0713896fc7558551618089,1690318490,2023-07-25 20:54:50,149.202.123.218,FR,AS16276 OVH SAS,3875.8,2.594e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
6d91483fa91b99a60d3efea56627c8cb0ef53841dc7dada6d9deccb0acf02e67,1690328724,2023-07-25 23:45:24,35.230.161.82,US,AS15169 Google LLC,4197.93,6.403e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
78601c895140833272b41cb5da9afdd8a674bf6f36aaf9e69ae056066504cdc1,1690395063,2023-07-26 18:11:03,54.210.7.24,US,"AS16509 Amazon.com, Inc. (AWS)",629.35,2.424e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
e9560849593c19cc135c16cb8dcfee25592baa7eadd403e8006503da2a8fca4a,1690413287,2023-07-26 23:14:47,52.170.167.145,US,AS8075 Microsoft Corporation,3895.69,0.00010956,NONE,0.0,0,0,No overt structural laundering pattern observed.
d417c1f60d7010463db3511f6df357f847ca716738477b8c62baef5a1f048168,1690431272,2023-07-27 04:14:32,217.80.42.42,DE,AS3320 Deutsche Telekom AG,18257.17,0.00012541,NONE,0.0,0,0,No overt structural laundering pattern observed.
fdf9a2026135b1de823c2ddcfeef89b0ec77a50e2ec94a22e156e9b566b258dd,1690434899,2023-07-27 05:14:59,136.243.243.128,DE,AS24940 Hetzner Online GmbH,507.5,0.00011617,NONE,0.0,0,0,No overt structural laundering pattern observed.
e4ab34636fad2fa8d45f0325f0a6641c7ac3e3d332b54b4ea22b7dfcaf75ab6e,1690440819,2023-07-27 06:53:39,104.24.17.180,US,"AS13335 Cloudflare, Inc.",8642.97,3.648e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
e2104fdf15e1951660bfdedd549696562bf4acae1c6fdc70fa25714e63fa40da,1690474466,2023-07-27 16:14:26,51.254.45.187,FR,AS16276 OVH SAS,2576.63,0.00011597,NONE,0.0,0,0,No overt structural laundering pattern observed.
3eedfd15e68dcf198a1d20eec3720b758353e336d5f4d11501f4bdb3e3135daa,1690491147,2023-07-27 20:52:27,149.202.16.226,FR,AS16276 OVH SAS,690.95,8.959e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
485fac98da9abb584165f56940e6329b09a2e3cd6b318e4531133f9e94fc8c6c,1690494329,2023-07-27 21:45:29,136.243.95.189,DE,AS24940 Hetzner Online GmbH,4171.61,0.00016204,NONE,0.0,0,0,No overt structural laundering pattern observed.
904f768d744308935bf4ca9a4dde3313006771957985abcde1d83a672e6f8149,1690499042,2023-07-27 23:04:02,65.21.168.202,DE,AS24940 Hetzner Online GmbH,11160.31,0.00010309,NONE,0.0,0,0,No overt structural laundering pattern observed.
3f81eff2f2818fb6d38df34a50c2b93f766a95c96e147d8c28e14c5e3d34f0d2,1690501713,2023-07-27 23:48:33,136.243.194.192,DE,AS24940 Hetzner Online GmbH,1388.7,5.859e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f0d2fdc94dcfd21a3ef0e12c38c5391650d8f63b6c1031ec94fb5f38820bfef6,1690534336,2023-07-28 08:52:16,167.99.26.95,US,"AS14061 DigitalOcean, LLC",22205.73,0.00012208,NONE,0.0,0,0,No overt structural laundering pattern observed.
1eb09ffc22ec09cb16deff1103bb7b68590f0f17e5e95cd637aaea9c28be2804,1690562216,2023-07-28 16:36:56,93.190.164.84,NL,AS49981 WorldStream B.V.,6893.44,8.395e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
09b5c0de9c60f5e2a0c54d3c0b0cab2abfbb68ca6005251dd9c0be7dac6019d0,1690598539,2023-07-29 02:42:19,35.160.33.71,US,"AS16509 Amazon.com, Inc. (AWS)",3658.17,4.329e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
f32c993735be9c3223410a6b31da0ce845a0f108918cd39ee844802ef95cd49d,1690600428,2023-07-29 03:13:48,159.65.254.53,US,"AS14061 DigitalOcean, LLC",359.07,0.0001621,NONE,0.0,0,0,No overt structural laundering pattern observed.
1dadc76cbc3fa142496ffa6f4ee6c8aa2ba82f335df2eb98d754336037b7919e,1690608605,2023-07-29 05:30:05,3.80.228.146,US,"AS16509 Amazon.com, Inc. (AWS)",458.2,0.00017497,NONE,0.0,0,0,No overt structural laundering pattern observed.
779e780f27573a3ca1e61fb243c915f1e492c967f841e1077575c0439feb3fd2,1690652877,2023-07-29 17:47:57,35.230.166.238,US,AS15169 Google LLC,143458.5,0.01232,COINJOIN_MIXING,0.95,1,8,CoinJoin/Mixing detected: 8 inputs mixed into 16 outputs. Anonymity set of 8 participants with equal denomination of 0.5 BTC.
de817413c05ec7f35776b7b81d29eb3cf202f92d4cc73d2b41398e4217ec6056,1690708719,2023-07-30 09:18:39,47.241.172.78,SG,AS37963 Alibaba Cloud,11525.09,0.00012456,NONE,0.0,0,0,No overt structural laundering pattern observed.
c5f67787083702200ad136043754ecfd23131613ad6fd94971b6b0dda70a7add,1690737329,2023-07-30 17:15:29,157.34.238.133,IN,AS55836 Reliance Jio Infocomm,391.0,0.0001551,NONE,0.0,0,0,No overt structural laundering pattern observed.
85ddcb4393601fa1a9d6c6f8d5d3e46d78ed772ce1a5ffb9449d866ee29a6b40,1690756609,2023-07-30 22:36:49,3.80.21.11,US,"AS16509 Amazon.com, Inc. (AWS)",4818.81,0.00011165,NONE,0.0,0,0,No overt structural laundering pattern observed.
457c7b29c54beb36ba966b7a66bc1970bfe7e32751cb0adbb753478c0bd6757f,1690771801,2023-07-31 02:50:01,212.47.238.249,FR,AS12876 SCALEWAY S.A.S.,2809.42,0.00016455,NONE,0.0,0,0,No overt structural laundering pattern observed.
469475ca9540f0b27da9692891d0184cb6c72f6aa3d150333021522245db84b8,1690785888,2023-07-31 06:44:48,136.243.122.99,DE,AS24940 Hetzner Online GmbH,9982.95,7.935e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
5a56bb01b641363b7b1b3443451eccb927b7f62413c3514a4909d7166deb2a5b,1690792243,2023-07-31 08:30:43,3.80.8.79,US,"AS16509 Amazon.com, Inc. (AWS)",3737.7,6.207e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
416e441e5173eeb6bd08767fe321bda9afa6b81fbb8cf76c1b7ce30bde142497,1690819503,2023-07-31 16:05:03,35.230.219.46,US,AS15169 Google LLC,1946.71,0.00017638,NONE,0.0,0,0,No overt structural laundering pattern observed.
2ad8dab316cc55627f8a080fe550095b4f6bf2bde943c108918690e556e03b3e,1690904934,2023-08-01 15:48:54,51.254.211.229,FR,AS16276 OVH SAS,2810.28,0.00011312,NONE,0.0,0,0,No overt structural laundering pattern observed.
36fcd96b16fccec5632f27076fc023499a1cae4e9bc4724a5a0e0630383a49b0,1690906532,2023-08-01 16:15:32,54.210.130.11,US,"AS16509 Amazon.com, Inc. (AWS)",1514.18,0.00010348,NONE,0.0,0,0,No overt structural laundering pattern observed.
0833fac6948296f58398cdfd39b93271f46f0880b40305d04dfed9962309c322,1690959323,2023-08-02 06:55:23,54.210.234.128,US,"AS16509 Amazon.com, Inc. (AWS)",2137.16,1.893e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
7cdf2275634a94b44d7b34025f0df30ec1409f5cf6c9d92a3d11eccc24da88e0,1690973571,2023-08-02 10:52:51,104.24.161.247,US,"AS13335 Cloudflare, Inc.",11459.57,1.608e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
01c88ad23103720a47a5f151c44ea2f93e957a328294cb91db3f94bf2b60b789,1691040595,2023-08-03 05:29:55,217.182.119.58,FR,AS16276 OVH SAS,7464.04,0.00018305,NONE,0.0,0,0,No overt structural laundering pattern observed.
dd4dd23821829a23ece0a19cf49b68a69c01e1676ed152fb8acbc3a7418956fc,1691044033,2023-08-03 06:27:13,65.21.143.64,DE,AS24940 Hetzner Online GmbH,4044.34,4.642e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
045f1369849a58883d4470ff75d52907f3834d86e23c25ac84db203d315e9e3d,1691049357,2023-08-03 07:55:57,136.243.64.102,DE,AS24940 Hetzner Online GmbH,15581.37,0.00011732,NONE,0.0,0,0,No overt structural laundering pattern observed.
5f0da86b3c4afd6fee6c8a200aface892a4db4cd487685527e5422bf38d04e93,1691050079,2023-08-03 08:07:59,35.160.54.139,US,"AS16509 Amazon.com, Inc. (AWS)",6985.61,0.00019414,NONE,0.0,0,0,No overt structural laundering pattern observed.
f297acc7203e2bce901fc54a9b3d60b717964b049772b25023603d8814a9c2c5,1691055776,2023-08-03 09:42:56,49.32.78.1,IN,AS55836 Reliance Jio Infocomm,9652.31,7.968e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
96f62738c6fd66fa2eff5098eead0d57fabe850789a7563fb95604e500e116f9,1691068038,2023-08-03 13:07:18,34.120.42.71,US,AS15169 Google LLC,5201.88,8.321e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
1f3d0164d037189494dd1b83cf34ff9459bec1acd800c324d8d7baed80dab575,1691090578,2023-08-03 19:22:58,136.243.246.222,DE,AS24940 Hetzner Online GmbH,4763.82,8.541e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
a5183e285de27a381dbcc2a58aa90dc367cd34ee956b8d34a65cc064b2c7de1e,1691101227,2023-08-03 22:20:27,134.209.227.160,US,"AS14061 DigitalOcean, LLC",0.18,1e-08,NONE,0.0,0,0,No overt structural laundering pattern observed.
06a4f09acd6d058b66c2287ae273ff247962462671b55879048ddae632165a3a,1691106707,2023-08-03 23:51:47,136.243.190.15,DE,AS24940 Hetzner Online GmbH,10443.42,8.822e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
3dda244b8fda26d74ce00c648e0071e87d607e2fb996b63ed22555f81af23ba6,1691109190,2023-08-04 00:33:10,159.65.87.133,US,"AS14061 DigitalOcean, LLC",2093.49,0.00015647,NONE,0.0,0,0,No overt structural laundering pattern observed.
dcdf1e14bcfdf4d77a3c51510d7370d919a5f53be77ff89e5feb6f837919f4ac,1691117556,2023-08-04 02:52:36,35.160.210.60,US,"AS16509 Amazon.com, Inc. (AWS)",1513.52,3.176e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
b753ee42cb88b4da8b6ff7884e3734e208ff978cfa921cd8479180690bc30f52,1691126970,2023-08-04 05:29:30,88.198.113.91,DE,AS24940 Hetzner Online GmbH,38363.88,4.682e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
810f83f7a5ce256c3c8d47828788e742ed3d03631cae3966de0f352a3d5444a1,1691176405,2023-08-04 19:13:25,88.198.125.214,DE,AS24940 Hetzner Online GmbH,2832.71,0.00019555,NONE,0.0,0,0,No overt structural laundering pattern observed.
bc8957a478b144d7b6e87befdf2fcbc37bf6566321c2e5a5101821fb807ed5ea,1691187605,2023-08-04 22:20:05,134.209.122.43,US,"AS14061 DigitalOcean, LLC",15944.25,3.612e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
4f8773dcf50bcdcb3f60dd8aec553ea64af07e85e94323f1fa94b06b54c5ba31,1691249360,2023-08-05 15:29:20,93.192.250.14,DE,AS3320 Deutsche Telekom AG,2329.14,0.00010781,NONE,0.0,0,0,No overt structural laundering pattern observed.
fb7bb1c6af6295dd476f37efaebe769eaebdacf8a0716ecc74c4b293107eacbe,1691251279,2023-08-05 16:01:19,167.99.132.84,US,"AS14061 DigitalOcean, LLC",1372.92,0.00012684,NONE,0.0,0,0,No overt structural laundering pattern observed.
82091eaf0f679215a08c827d773fc474714bc0ed60ee4b485fd027c2b0f57bb2,1691281074,2023-08-06 00:17:54,163.172.248.167,FR,AS12876 SCALEWAY S.A.S.,465.46,0.00019742,NONE,0.0,0,0,No overt structural laundering pattern observed.
0e3e89feb1be46e7a965528312a56e62eb60a017ebbc72636073636d48640879,1691294714,2023-08-06 04:05:14,40.114.128.12,US,AS8075 Microsoft Corporation,4961.29,0.00016918,NONE,0.0,0,0,No overt structural laundering pattern observed.
3ce4a521c6a4a388a9e9e339952aaf9fd1a87bd945b0c867a085bb3aebc5ec46,1691336590,2023-08-06 15:43:10,65.21.63.45,DE,AS24940 Hetzner Online GmbH,2008.1,1.162e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
6b3dcf4bf380a88fe00ec8c0758253cf3f43ef0a82ff363e5b424c6f06017ced,1691361213,2023-08-06 22:33:33,51.254.108.22,FR,AS16276 OVH SAS,2940.56,0.00019389,NONE,0.0,0,0,No overt structural laundering pattern observed.
c3e7569ec43327e5fc43a8c8038f939ed9e0631dfccaf6cb3fb6087a5532cc5a,1691394662,2023-08-07 07:51:02,104.24.233.195,US,"AS13335 Cloudflare, Inc.",951.88,3.098e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
4ad0bc93cd85e5e3a4a6c94740dfad92e0d950e758d0b04f87db958d44d8acdc,1691414013,2023-08-07 13:13:33,3.80.155.241,US,"AS16509 Amazon.com, Inc. (AWS)",4821.03,4.711e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
ab29ae468ed16da4e9d9a3f5ecef64a2733fd1e558a8017af78ad8aea0001162,1691421668,2023-08-07 15:21:08,51.254.201.171,FR,AS16276 OVH SAS,10077.24,5.561e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
a0fee8dd72e772dccd5436e98272e2be996b28dd8e759dc16eaf50e4e0427906,1691451002,2023-08-07 23:30:02,40.114.107.9,US,AS8075 Microsoft Corporation,430864.62,9.382e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 1 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
fc9a5ff19bf4adc984ff543adb4b7d6f8a2e7a538ba51d018763f6b11fc75d15,1691451836,2023-08-07 23:43:56,47.241.202.34,SG,AS37963 Alibaba Cloud,420811.73,0.00013575,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 2 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
ec1e5f9d751015ea3658294cc883b64b2f8eeaf515d97edc8e7e30d78671cec5,1691452609,2023-08-07 23:56:49,47.241.202.34,SG,AS37963 Alibaba Cloud,410367.68,0.0001103,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 3 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
cfda22494c540c4bf25d5cbfba6751852dcb95c4ec04fe259432a4c1b9bd03f6,1691454695,2023-08-08 00:31:35,47.241.202.34,SG,AS37963 Alibaba Cloud,401841.15,0.0001236,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 4 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
072f69408e85e07a6364d1858484626d1beb70772fdc70122f39a9ea4093a826,1691455953,2023-08-08 00:52:33,47.241.202.34,SG,AS37963 Alibaba Cloud,396976.23,8.378e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 5 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
5d962b65e590c1afa8f75a034b2ece1cfd81f0c32d7863b9e3a663b1b487331f,1691456770,2023-08-08 01:06:10,159.65.178.228,US,"AS14061 DigitalOcean, LLC",4864.26,0.00019644,NONE,0.0,0,0,No overt structural laundering pattern observed.
e668c8a0f706d8487bd89dc4d2fc2cbb05606bb9c8d90dca2891924a7e134fc9,1691457030,2023-08-08 01:10:30,93.190.157.109,NL,AS49981 WorldStream B.V.,392312.68,8.021e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 6 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
68cb4545aa438e53b0ed8171a3934e8ca8b0d288981ac58df0f7ce8f1624d153,1691459039,2023-08-08 01:43:59,93.190.157.109,NL,AS49981 WorldStream B.V.,381295.43,6.306e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 7 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
f17cec0d337f56e852443502a8f5f017f8bb1c42633cac5e6cd1b587d3e4f185,1691460105,2023-08-08 02:01:45,93.190.78.165,NL,AS49981 WorldStream B.V.,9638.74,8.244e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
6aa94b83802005f649bdaeb6391ec4cf60c540083ea553c326935b597f81783f,1691461413,2023-08-08 02:23:33,93.190.157.109,NL,AS49981 WorldStream B.V.,372455.51,4.257e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 8 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
1dde8cde193fe3eb95d077de1f899f697dc2ddce0f5d6f644c1b5f47181ca08d,1691462617,2023-08-08 02:43:37,93.190.157.109,NL,AS49981 WorldStream B.V.,366749.99,0.00010175,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 9 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
544cccee235795c8b51f410521b214394594ea501acb4a498e60c2d6f248af12,1691463997,2023-08-08 03:06:37,93.190.157.109,NL,AS49981 WorldStream B.V.,363266.12,0.00012975,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 10 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
fb4a71ddb919278985d0ac005da1141ba3c30aacbaaacdb049e202ee35414ade,1691464513,2023-08-08 03:15:13,35.160.47.248,US,"AS16509 Amazon.com, Inc. (AWS)",360371.92,0.00010413,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 11 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
b7a242f7900b423ba362d8d00f171d5ddf2052a00d448d02aa880d374d3308b7,1691465291,2023-08-08 03:28:11,35.160.47.248,US,"AS16509 Amazon.com, Inc. (AWS)",353941.46,5.371e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 12 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
6c0aeda3655f775389b8538965a17a51f463cd0dc56da3a4e3f4454b99ce7b95,1691465511,2023-08-08 03:31:51,35.160.47.248,US,"AS16509 Amazon.com, Inc. (AWS)",343830.76,7.59e-05,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 13 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
c7865f9334a731497d07d8b0c8b4a67f913e96671fe171ea9e062df60321a663,1691465749,2023-08-08 03:35:49,45.76.13.13,JP,AS20473 The Constant Company (Vultr),341548.38,0.00012105,PEELING_CHAIN,0.99,14,0,"Peeling Chain detected: Hop 14 of 14-hop continuous layering chain. Originated at wallet bc1phr6t5syu..., routing funds through change hops."
e9f4bd8e83a0522b6b485c01dce6ade62c704836130900b0b10f2c13db11d0e5,1691481043,2023-08-08 07:50:43,134.209.45.179,US,"AS14061 DigitalOcean, LLC",9310.42,4.448e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
fb99fe0f9e1c07bfe45f7c2ce12b10a032bcde45da694feb0d65218101a41624,1691487608,2023-08-08 09:40:08,51.254.8.245,FR,AS16276 OVH SAS,1199.01,6.631e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
d1d37e75dbfd07cdae215d4d625f79b270457b652ec7fc728ce95550966ee169,1691499761,2023-08-08 13:02:41,54.210.98.54,US,"AS16509 Amazon.com, Inc. (AWS)",2359.35,0.00010897,NONE,0.0,0,0,No overt structural laundering pattern observed.
302dd6954588aa5e762b7bba2eeed8f962592e56d395cd9efb4a28a791d41465,1691530059,2023-08-08 21:27:39,167.99.166.84,US,"AS14061 DigitalOcean, LLC",559.75,0.00017883,NONE,0.0,0,0,No overt structural laundering pattern observed.
19d29af270f059e67fc3a6a736ace91a64fca69b2d8a1342616f829675b967bd,1691536566,2023-08-08 23:16:06,149.28.173.191,JP,AS20473 The Constant Company (Vultr),2329.18,0.00012874,NONE,0.0,0,0,No overt structural laundering pattern observed.
70e33dabfe48f2e0b8827f5d824b836e85f8e5a5b4562de1d51b31c3599282d4,1691568695,2023-08-09 08:11:35,104.24.202.67,US,"AS13335 Cloudflare, Inc.",2062.61,5.474e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
5f0c18771f7c5628b9263debcac63d0c68e0ad1ceefde6e809e1c420a7ade816,1691590117,2023-08-09 14:08:37,3.80.23.132,US,"AS16509 Amazon.com, Inc. (AWS)",3202.91,0.00014884,NONE,0.0,0,0,No overt structural laundering pattern observed.
9ed2c0914b90c2bd11e0a8f789e9b3a51cdc83ffb554d9983f6bf1f4d37f55fb,1691591597,2023-08-09 14:33:17,35.230.136.159,US,AS15169 Google LLC,11114.63,0.00010811,NONE,0.0,0,0,No overt structural laundering pattern observed.
199bd88aca2cc4d5d932b858f07e263c08d0d242f7a33804c2e1774a930d22ea,1691599435,2023-08-09 16:43:55,49.32.106.9,IN,AS55836 Reliance Jio Infocomm,1766.93,3.709e-05,NONE,0.0,0,0,No overt structural laundering pattern observed.
a69aa7cc239fa18c27cb648649f6296f0c685206ef36048f11340cd214989b8b,1691612850,2023-08-09 20:27:30,65.21.219.187,DE,AS24940 Hetzner Online GmbH,1795.41,0.00019335,NONE,0.0,0,0,No overt structural laundering pattern observed.
