txid,timestamp,datetime_utc,src_ip,dst_ip,src_port,dst_port,geo_country,asn,script_type,input_addresses,output_addresses,input_amounts,output_amounts,input_count,output_count,total_input_btc,total_output_btc,fee_btc,btc_price_usd,volume_usd,fee_usd,pattern_label
a21304b923bb4f0166910368d37720928e7cc68205ccc93a48cd52fa9c0790cf,1707842071,2024-02-13 16:34:31,35.160.76.55,47.241.77.222,44837,8333,US,"AS16509 Amazon.com, Inc. (AWS)",Taproot,"[""bc1pskhy3gmhf7a4zfwgsy2pume7fxvdupp9e592ewrm0634c8y87rt4ju4p5l""]","[""3rTz58cdXJnUk4cXzDFjMj7rcyuHm3HBz"", ""bc1phlvltj3k20r7xc625d3uxhcx5e43awqycx86u3xv9ejpnd4l0ev9sy2qjz""]",[0.068588],"[0.041724, 0.02676]",1,2,0.068588,0.068484,0.00010397,60762.11,4161.23,6.3174,NORMAL
9ab11c59ba147053994c5e47080096b7af3045d4e05e7c20d57a0f674d17d863,1707860339,2024-02-13 21:38:59,54.210.224.179,88.198.237.174,48943,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qerncylag8tu5rdnx8feg5stnn40ghuwxxcsuvu""]","[""bc1qtssvydmsp993y69ux63pa6apg9hnhqvezwst7n""]",[0.045009],[0.04487939],1,1,0.045009,0.04487939,0.00012961,60831.62,2730.09,7.8844,NORMAL
6cf8e5fdc979c0213d42d951cf1493caaf7b18e399fb29b5f53dc7f88ea0ef58,1707879851,2024-02-14 03:04:11,3.80.242.36,178.64.175.183,52163,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3T12Z39SPcdnEjHwWNfWxcwEFMKZZ""]","[""bc1pxje79sc06cj0fpd9lg6mhffne4s2lgjqzzfper9ncp59p43dfl8evrv056"", ""3RfnqvzDt1644o3e4aufeG5cVa8o1t""]",[0.020895],"[0.013693, 0.007124]",1,2,0.020895,0.020817,7.805e-05,60963.84,1269.08,4.7582,NORMAL
e6ebd39e38040b15120d60590d099a498d92e73686287d8f53f53658c8d7d78d,1707892397,2024-02-14 06:33:17,35.160.62.227,159.65.64.142,65493,8333,US,"AS16509 Amazon.com, Inc. (AWS)",Taproot,"[""bc1png3y3v8gn3w6zakscvxsn3pekskrw83lvhfmeu0gg4ptrwk2qkgdqx6ef4""]","[""bc1q3pkawkm360a6mq7u4f68hyy6dezxlk337x7eh4"", ""bc1p8h52mke2j35pe7y2s9ncztk9xrvu5p25uqxs32e2kglhdvjeg970ehjvvh""]",[0.01107],"[0.004071, 0.006843]",1,2,0.01107,0.010914,0.00015585,61020.6,665.98,9.5101,NORMAL
ceb0d28cda8e9bc2e1e79034f07ef802c636f4b331db978ab5d1277fed42496d,1707926843,2024-02-14 16:07:23,45.76.9.97,35.160.162.237,23712,8333,JP,AS20473 The Constant Company (Vultr),P2WPKH,"[""bc1qwx2uczc74xpqy4l84zrk47twspz654s56u9mdg""]","[""bc1qufw589fs7w8zzp3wpzsn09ydntlwh90fxflgvz""]",[0.044171],[0.04406747],1,1,0.044171,0.04406747,0.00010353,61169.73,2695.6,6.3329,NORMAL
9b6edb542638bfd5a388c5d8a231e84344906a1bd6ab5f77b152e5c0e2d07cd5,1707966229,2024-02-15 03:03:49,34.120.199.216,3.80.204.116,61342,8333,US,AS15169 Google LLC,P2WPKH,"[""bc1q2wufk5lzn76t4uv7nh9t76zp9hgyy25nxtc090"", ""bc1qywd5fgs55utvfwaan5fwura6pkjmptx236yqxq""]","[""1UTQJmYvnQztyeTQufepKtd4BeeqongV"", ""bc1qlvv40pvnvuyyda8gx3wdrsjs7zcy4282rggry9""]","[0.063312, 0.062097]","[0.082246, 0.042998]",2,2,0.125409,0.125244,0.00016523,61359.3,7684.88,10.1384,NORMAL
04476cbd14fdde7e95b2729e75929cc15e13eaef567a29adf7c6443bc6877bd1,1707983136,2024-02-15 07:45:36,3.80.226.162,51.254.5.22,5436,18333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3QwkT1PDQ1vX15EsJpueWbymQWLCFGBC""]","[""bc1q73ljqmy69suy8jk0kydrm3a9e2dqgxkdp6ljmw"", ""3SY46hY5Lac7weW6V7xVuTgSbi1pv1e""]",[0.008254],"[0.003978, 0.004181]",1,2,0.008254,0.008159,9.524e-05,61428.47,501.19,5.8504,NORMAL
d4392af4fb9a557568efb163ec6d28e1a217631dbe2918c7cf4d55a6c2b56280,1707994742,2024-02-15 10:59:02,54.210.185.134,54.210.229.29,26818,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1qpcfmr5cr25vupcn5cyp6ayd6xuydtfannlarv9""]","[""bc1pr2z0383eakr02mw2jk4djuq9f9a2239cj39fsv4j5gcdktnewh40pmc5kf""]",[0.12357],[0.12337951],1,1,0.12357,0.12337951,0.00019049,61489.02,7586.49,11.713,NORMAL
e29696f7afcb2ad6f43833f72db88261a3de12191b8c7fa3a0318e326b9733d6,1708000198,2024-02-15 12:29:58,65.21.109.81,34.65.95.81,56674,8333,DE,AS24940 Hetzner Online GmbH,P2WPKH,"[""bc1qvt9x88tanrhglw3hcktrkt354qvxm0z70dk5ak""]","[""bc1qkvl6nffs9r3gpu9z9k6wwxz7klc3jdtfvvzln2"", ""bc1qvf09znr6n3z6vagydmm8ht2t3m02hcux69a5hj""]",[0.484711],"[0.284612, 0.199924]",1,2,0.484711,0.484536,0.00017531,61538.35,29817.55,10.7883,NORMAL
dd41e67e190e54ef3a15e4baa209cda36183b42393dc25821f3553e26ae68deb,1708003591,2024-02-15 13:26:31,3.80.222.32,35.160.15.89,9392,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2PKH,"[""1f6gDtcfXiF7VhxBzvtEptmitNMwQAN9T""]","[""bc1qfnfvw22wx34taqeza6sclaprllxsa9rcrc74fx"", ""1UorkzbVHdSfqp3s5DMDVvdBqDR67xY""]",[0.028465],"[0.015167, 0.013188]",1,2,0.028465,0.028355,0.00010967,61541.43,1745.01,6.7492,NORMAL
e9f26ec8682252d8cb0c45598ff647b632beccf8dfc582a0cf86e5bdab458da3,1708022457,2024-02-15 18:40:57,47.241.236.42,51.254.146.170,37582,18333,SG,AS37963 Alibaba Cloud,Taproot,"[""bc1pmlv74hphemgkj5y9awve5g2y3g0ptue3ry777ejdv0lcsaxd3y55ajaean"", ""bc1pgkuvjxvskh6z495qxaxg5h5p0vguxenujpmm5ptehzf7rkw284m3x6dcuu"", ""bc1pwll6yr6syyhsh7vvf79zes7mnszs69c4ueg0yrxzq9h9d8p9qdwh55032c"", ""bc1pcs76wcamjd25hkzeq5uwaw7v2qrcpclt90cuncu0guggnu42c352jrult2"", ""bc1pdxl35ecwdeht25h7zpdp0zfafdv82zelpuuuslr4ysluuht2kkr76q466r"", ""bc1p3q2wz7nku83jt764av3ewqxna28sznp62udtd8tl5aey4a6e34593fmqdp""]","[""bc1pdwzq2jgssvpx3rq9q9nzcszcmz7vxeevm86cmamrze269ktpdhkcha3f45"", ""bc1p93hk3h8zp75ptpkuqh8wxjfn36khwqpxly2852vu5x23dfrgah7raaths0"", ""bc1p2xrcfrzxvwwy28cyps307sa3cfr05w5mwflfs4f3e9vuq0xp9aknrfcrky"", ""bc1p9gjyalmy9f9vxg50ylmuf6gduge37xzervz2nu26l4qt05xsuj4gnu7yxk"", ""bc1pzt88qt50np0gtcy3cfe0ksju5qhau8dqs54j8kamwrf92yp6muhh7haw6p"", ""bc1p8xhzfcyt7qqel4kszuqpucvsk2yleczslsrtnnxxy93s5y8uun770kewae"", ""bc1pncs6cdgrcg5gruhp65gdwkc3432m9fnasgfeh3wkwp2g2vl5zm6aw6a0tt"", ""bc1pv7f9hu2euhkxdxv6zavnpm9thc9ghvum6mv9sd7ysaswz4d2z6vkpxn2z9"", ""bc1p0hgguth3p9h4aa828n3rdzv6p546rhe4dkwfqjrvhj6tcytumt8jhncugx"", ""bc1pxwwl4tt027qn9uj2elgt453c4ee63gj2sude9y8ec89x7zcxqu74hsk96t"", ""bc1p5zypxmhz97ddmh2yw2xl8m625v2ydj7pef4qhnkhp3ag2p60tjnyj5y9pr"", ""bc1psyjn67tgdudfl4vyq878swwpczvutneskff326lu74j4waum56lczqgyt3""]","[1.046431, 1.022325, 1.020705, 1.041301, 1.022029, 1.023918]","[1.0, 0.020878, 1.0, 1.0, 1.0, 0.019285, 0.038261, 1.0, 0.043391, 0.018989, 1.0, 0.017665]",6,12,6.176709,6.158469,0.01824,61622.39,379499.58,1123.9924,COINJOIN_MIXING
d0feddf8fd40554628686275dd5276bc690c5272aa97fcfb55b3186329bb4230,1708044430,2024-02-16 00:47:10,3.80.34.159,88.198.216.130,23853,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WPKH,"[""bc1q49c75jsvzeedyh78f5c8tn9ceqt66ftgnuzyad"", ""bc1qymfvl3eqrewxrp0733qgfadghnffuhd3pt70u8"", ""bc1qje68ng4j9yjchrcczkcaac4dv7l32udlhmu5em"", ""bc1qs3x9vvtuejpue07qlpsuv056dl8n0rh5zntact"", ""bc1q3f9rrndqqcyg24fwa56l8tdcje2vrqydqr6p96"", ""bc1qenwfe82fea75hknk7g22qvh65klnru50azsnak"", ""bc1qzsemtfhfj6rk3ny2vwe2mah6xxrlasu0rv5ux0""]","[""bc1qwlrmd8xssanchkly60zhfc8nqudte5ptsjdxxz"", ""bc1qykkwjeuxkvmml9getx9rm02snz6cr6yrujk06p"", ""bc1q725jsx2v0twdx3ts3p6w2nxegk35k9vj9eprv7"", ""bc1qzfe9ejhpd0nmmjsu6cze729mnhr3t0yeyxvvyy"", ""bc1q4nqsh2qympehtt0e69rlt57ujhk9324ea83ukd"", ""bc1qzrwz6slsd8vm5k74mtp30zd3tpytme407666xm"", ""bc1q6ejen6zcg65ykpqjunmku8vmvtve8n2ej96xju"", ""bc1q945z8ykcs7cn0yl940ex9x07ly5npuysqwcvz9"", ""bc1qvaxvka40d43uw3stjahtluxuu2p56wrfqm7c6e"", ""bc1qhn2epptzaajh9jsl25stv08622f69995ul37sz"", ""bc1q9skkvxkxv34ctuyncvqklf20fsty2ehunta42v"", ""bc1q6vaxmvqatff3hkd9dcmlemhc7ec0vu5hj0xsds"", ""bc1q3hmrapqrwjvp9xc3vqp4j45nufazlpxjpdg229"", ""bc1q5lshyjme6489mgxp8mgle2ay0njkc2kd09kp4z""]","[0.572321, 0.553756, 0.545565, 0.575979, 0.518899, 0.540282, 0.566162]","[0.070781, 0.017359, 0.5, 0.5, 0.5, 0.052216, 0.5, 0.5, 0.074439, 0.044025, 0.038742, 0.5, 0.5, 0.064622]",7,14,3.872964,3.862184,0.01078,61725.92,238396.86,665.4054,COINJOIN_MIXING
c97bb4bff602cfbebb72b62911e2dcdbcf6638f4eccb856b102a37b97c2350db,1708047047,2024-02-16 01:30:47,65.21.15.153,88.198.180.31,6802,8333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""3f87yJpnUMQPkYfhRWskdystVL11QgAz"", ""34A2ExbkAzGhqgePTbyAwZXRXCu28""]","[""1HFRgtFthMkpCYuW2VF28mCWnSB7thPZS"", ""319UiAMyymUAPKGGJJERaXTh5ABGbVDz""]","[0.016329, 0.017705]","[0.021367, 0.012472]",2,2,0.034034,0.033839,0.00019492,61764.82,2090.06,12.0392,NORMAL
432fdb16f57d2b6fccf237b994c5947681cca5dcf527b7baefb482cd5bc8be35,1708071655,2024-02-16 08:20:55,134.209.208.119,134.209.152.34,14116,8333,US,"AS14061 DigitalOcean, LLC",P2WPKH,"[""bc1q9d5tljpmhxcjwgvmd8sdy9vdqxq8pk0j4wclus""]","[""3qeriMXY76s8HrvpZZ9nGh6yyTZPzUb91v""]",[0.714794],[0.71465873],1,1,0.714794,0.71465873,0.00013527,61846.06,44198.83,8.3659,NORMAL
772c1ea9a2333c091785a2665546e6ccd42dcf24e15d98b7f8e4420d9f46a576,1708148067,2024-02-17 05:34:27,54.210.144.95,125.16.95.148,41632,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3STJWABpBMeiTsv2zTujKaVFKQWgT"", ""3ByenRAtrJsWCzZjphgb2EiV51cBd"", ""35EGroDvBAbEWWGnevq37z2BnxE4PDb"", ""3PNcRBLJ5WVEKwsTsdQ9pJ5JCsaJ9eF9"", ""31jUspaxo34z9whLE6uHh5kNAYYiwTyPX"", ""3etb1ZEHzmopd1V3J53AQeSfcwEjKNhhfT""]","[""39JdVrHDa6F42ood9q5XYrLXFTpRc"", ""3aGKYxjnNwhfqdHy12M64SrhFqexiLY"", ""3re8EfchDxhvWP75NVsZf4wWiDG"", ""396HRHVow8WFhkBUbZdPY2iLPRJFar"", ""3Ae4u5VuWAefNy1QeF7X2tfpeFaMu"", ""3SxraCFiuUod6uYoFjuUtz2rcCw"", ""3kH2CrA8oWkM4L8o5YTP9Kh2jPaTmQ"", ""3F2Y2wxudqbHDWoDdbQijPAnfsc"", ""3iR7SMo7Pnow4Li8vUQcAFcPn8Y8bb9uF"", ""394ngxKhHexZi3M8aQnUxh89wiYMMLd9"", ""3z7861Tu9aosXVghn8WYm5er4zYBB8ifTU"", ""3yUXmSsodwzJWGZvCS3iarstZKU""]","[0.280637, 0.321522, 0.315662, 0.286529, 0.314761, 0.266923]","[0.25, 0.063971, 0.016133, 0.25, 0.064872, 0.25, 0.25, 0.070732, 0.25, 0.029847, 0.035739, 0.25]",6,12,1.786034,1.781294,0.00474,62227.32,110845.15,294.9575,COINJOIN_MIXING
d49537b83f9466e56569174a0231cb07152daf18d5ae2274186fabde37b19cfc,1708159445,2024-02-17 08:44:05,54.210.131.239,40.114.224.141,38596,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3FRNYPCzdXe2etqQb5ZjVGnRF8xnnhf"", ""3bKRmcRKksk4V6JHUEvXP4eMxs5ph7CH"", ""3qVDqgGp1xHj51gbaZyYfP1eKnHS19CQa"", ""32SRutKKgB82t28vxHJk8H9VdqrtXpF"", ""3G3mQkjgEsDUYeq1jJkBbDq4ZBr"", ""3b5s6uVWGXdVrgausQRBG83s6C47Qk"", ""3xUHx87cjgPKF3eQUjtpYGDzEXwY""]","[""3gm57ov7h32MoFbsyMP8TWAnNqdVQTP4"", ""3mG7dMWY3iXoxJx2U2FJXqYqWpYTf"", ""3xaLQtJKncsRsfregR5RVxxUCqANdEXdQS"", ""3TUUzck4XWDLJb6RxiJaNtcCHQD"", ""34418sTPPPUFvuvsHo7tUgjDVEixG4ge4"", ""357SM9RMMdmRoAYwyUiZ8uwGTMRxa"", ""3iKg4NwYXX6Bj6vX8tti2nVddoqC"", ""3mSAPQoHyXTqST96Z3k7qfEH1qukgYbfK"", ""3vkhZFzVhJVzh3mhwnG5qo6RUrE"", ""3X3gNr93VfD3zN4SsxaKQmH3SU7f"", ""3JPRLpVv1GQW5F6RsQJkArHJTXx"", ""3dBDT9Mt5WuwCUp7oNMeFiCLXeuk"", ""3D23Prx36nczT9W9kh6eRs6TC2YAK3"", ""3h6j6LcGyohXUAsn7RBEc4RZjrgg47Sq""]","[1.038223, 1.03698, 1.073113, 1.01346, 1.052752, 1.077783, 1.028268]","[1.0, 1.0, 1.0, 0.049712, 1.0, 0.025228, 0.035183, 0.01042, 0.074743, 1.0, 1.0, 0.03394, 1.0, 0.070073]",7,14,7.320579,7.299299,0.02128,62301.93,454760.42,1325.7851,COINJOIN_MIXING
6ce4f979becb15b04c68ee0cf843d4129b7e0b8a85a72185b72ec47d6d44a7fd,1708163913,2024-02-17 09:58:33,51.15.15.252,65.21.183.253,13799,18333,FR,AS12876 SCALEWAY S.A.S.,P2PKH,"[""1vCuvq6tXMdQivZqu3cdiJDFsefzCRGuR"", ""1yRznPxpdQjBfehVFfR5vagprpB99bpJ"", ""1QyHyrCERPjw6bpoWNeMeTGfDCvBjau""]","[""bc1p58hka8xwwuja4y7pc7uc3e27t0hkdct86u2cd6zaygr27hnuxlfzcre5t0"", ""1ERFccGvJWZQ5dhhTY9BaAnGp5HoxWiFt""]","[0.121567, 0.117908, 0.117771]","[0.140272, 0.216905]",3,2,0.357246,0.357177,6.917e-05,62296.26,22250.79,4.309,NORMAL
d2580bbed0cb3dc6f99af2583e4949befe2ff34442f88a5e7f1a24c849547bf9,1708212481,2024-02-17 23:28:01,54.210.164.115,172.67.70.100,25094,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WSH,"[""bc1qmsu7nqmgrz4070ezyw3hhsdnsvv0g30e3xs0hdj0m26gdnte4yxz478g2s""]","[""bc1q0dzpqzuv3lkrd2zf20x2g9qfkkk4cmfzzwsw0n"", ""bc1qufkslc6lvljp8nmfay6tan4jrzld0qqw7t8hu63tahcrd9mzkvscyuy9qt""]",[1.361951],"[0.715929, 0.645945]",1,2,1.361951,1.361874,7.671e-05,62535.01,85164.8,4.7971,NORMAL
d6c9246670f299249a02ecd49212d525adf8ee744ea94912732df149fb915f4e,1708270017,2024-02-18 15:26:57,20.42.135.121,65.21.136.214,53689,8333,US,AS8075 Microsoft Corporation,P2SH,"[""3EiHoQY6jr64YFD8sfjuKyQdzw7cpR3de""]","[""bc1pgvr4cx8pxgvd8wpq2xsm4xn2crdcfep2lhfcfj0pjf3uaut9f0n323majy"", ""36NZZQ6RGWwY5quNVW9cKChmYWiPP3H""]",[0.010163],"[0.004509, 0.005498]",1,2,0.010163,0.010007,0.00015558,62837.68,628.82,9.7763,NORMAL
b3007a41ab594e5e8407ad6c63253fc57b2a11b8554036cfce3e9c1caea79b9f,1708313735,2024-02-19 03:35:35,65.21.37.209,185.182.171.60,39845,8333,DE,AS24940 Hetzner Online GmbH,P2WPKH,"[""bc1q9ryle0gpwje27y2q4y25q40sf87fkf29lcnx76"", ""bc1qgw5stg09v600nl9mnfxmrmv2l9euvawdq8x4as""]","[""bc1q83jduyrvejgedm96pxaqyym7kx34hyvqfyfzfy"", ""bc1qc6fyvp42crpxmmcme6d62c57f8lzspyk5qhxe0""]","[0.116747, 0.116715]","[0.108437, 0.124879]",2,2,0.233462,0.233316,0.00014634,63020.52,14703.7,9.2224,NORMAL
be78c1a7a20d694a8437af8ec8242e91c3fcd7291fa4c1b78374d382be6eb08d,1708317747,2024-02-19 04:42:27,40.114.236.32,47.241.69.60,26715,8333,US,AS8075 Microsoft Corporation,P2SH,"[""3rWDh1MgPqGQ6ZdHuC9VLM98eFhUarYhU""]","[""34Xwbs1y9gvQT34WBGBk8WkujTnx6wYA9n"", ""3zQNcrpezw6fKQ8is7gfrqykKNa8HF9NXv""]",[0.073567],"[0.035173, 0.038302]",1,2,0.073567,0.073475,9.15e-05,63053.17,4632.83,5.7694,NORMAL
770684f9fb2a9de7493c44a88f1cd0e2332748e7374899b7c6318f0fb44a8343,1708425893,2024-02-20 10:44:53,167.99.189.245,88.198.52.87,37077,8333,US,"AS14061 DigitalOcean, LLC",P2WPKH,"[""bc1q0z7hzts8ks9dd4mypf069s5lpl5asmpzqjmvkg"", ""bc1q2yed746ary5r9zjj64z3pj23uft2yp2l957y06""]","[""bc1p55zpdpnkvs0s7pzddqe2y9rff6q4usqcc68yl8ru7zwh7y6k5da6a3serj"", ""bc1qcz7sfsetqpp6eu92374hjemfacgekdqz09yufx""]","[0.114686, 0.111527]","[0.136929, 0.089168]",2,2,0.226213,0.226097,0.00011639,63564.34,14371.71,7.3983,NORMAL
ab78bd1a471f481bbd002daa6cf701041b68edd392334714ed19442bd34d327e,1708445177,2024-02-20 16:06:17,3.80.204.64,134.209.231.147,1635,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2WSH,"[""bc1q4xe59rrlwrjjmsacvw7xg35gujneaamkpwecdm4r84vxknu32w7qwszl7r"", ""bc1qpjscymza0k82zunglzh07hvd8xrk40wzzneuknq6u6zwnqj3x5gtjcu5tn""]","[""bc1qn2m7pvfsfucy458ux6x8wgasl36jcmeh6uf08s"", ""bc1qm74nguqkmqhu4948yntencrlswasu4mczth28l6h84j9gu09yr99jstk42""]","[0.018592, 0.019128]","[0.014202, 0.023347]",2,2,0.03772,0.037549,0.00017085,63675.56,2390.95,10.879,NORMAL
25856a7d614212274f79578c2887ac407b98aae294749ee3e246be64dacd5af5,1708459327,2024-02-20 20:02:07,3.80.92.225,3.80.8.154,33712,8333,US,"AS16509 Amazon.com, Inc. (AWS)",P2SH,"[""3qeznFZGkQorYwRrSc2s1YmxjaPvXxJVKM""]","[""33MwHPwMAasZQeA2PQYp3Pa5Aw77"", ""3WHVgL7vvEVEr6pHQ27x6TAtpB5tBR""]",[0.424005],"[0.20113, 0.222675]",1,2,0.424005,0.423805,0.00019958,63760.72,27022.11,12.7254,NORMAL
9ece54c83d05cfecb6b8b7ecf20ddc81853534cb54cc0f358896a36f935eaec9,1708466981,2024-02-20 22:09:41,88.198.115.199,88.198.205.154,4825,8333,DE,AS24940 Hetzner Online GmbH,P2WPKH,"[""bc1qglqluwerhx225rndats4n687gnwqhw0e2p779c"", ""bc1qf935ln6sx6q9jdslyw8da9gqkdtzlyhnmlvhaa"", ""bc1qrjq2y2egzh6qkjgxew3pqx7tfxaskeq22vu7xe"", ""bc1qchnw99gzavj8tgp4ujc0q4rujls2tu2qkuk7dx"", ""bc1q20r2suh2z9favuqnkfqr72s46a8rhekgvl7d2v"", ""bc1qakdx5v0vxm3w72fslh3we8prk35wda5ym8swpf"", ""bc1qrfqdqea3fnu80rchw0p8vn2mzhfr04wmrhs5td"", ""bc1qjgch6stas006fn2u9h47d7zstgk34fz329m9y4"", ""bc1qem4x6ac56yyu7k3dnf0htzyj0ceygcru47v52e"", ""bc1qkdj8jjmh6q0l687g50uptefsvqyamjtz8htprq"", ""bc1qw02skpmrfus67d9rtrehxfz9aewq4fjzn8ad32"", ""bc1qxmspemfx98nx6acmz684s6yut6aqnq9a5chte8""]","[""bc1qn9fvmq94h4ptzwezpylghxpxkm07aj63uzupj9"", ""bc1q38nrnsa5seetcjgnq88fyr9ftxr7hudstp3wv7"", ""bc1qm2h7nu40st8gpvkgwee93qkz9ajgs3h2vm9qhx"", ""bc1qfdjswy37twlzcr77c6tcaw32hypry375smty68"", ""bc1q3nfnctyrqnnhhv8efczz6ctqa9lkt4wpnc99vg"", ""bc1qnqvxepmxurjxr2cta7ehunt07uyn7zzve5hn7x"", ""bc1q98hz7gyffcnavsfe8p3zaynqqr9ks9pc6u3kk3"", ""bc1qveudwg33nmzds5y97lse4u8mrjc95uwsaz52wj"", ""bc1qudn88dt4306e0r3q46amdqq6yjsnshwc04mv2e"", ""bc1qakg80fdwdw8h63em4ptvyguvh3cxxe5zy4za5g"", ""bc1qjcpvt4m92z8uhgcdzvntcfz52caeqx3jfnqqdy"", ""bc1q2fck7p253rd782sxta3s6xduxsjsggj5jhse49"", ""bc1qhyg5gw3ys0wx5928qun767g3s5zmly28yar3sm"", ""bc1qykllpq99d0vk05zl5r9u77vscxt80wackzntv7"", ""bc1qvdgm87796cvsh3sy4duxupkgrfgazmryqmjk8x"", ""bc1qw5dnn328zm5y4jkxmxr80c4flnht8usldzxd2h"", ""bc1qnaq3ru2ls9y7qzs23atp2tchwx8k6krryglayk"", ""bc1qvyhdrckskhx6mule9ryk2frpk2l99k74knc3wz"", ""bc1qeslkz5a7tus0vsqnfqzeury5h7easw6rya4fs0"", ""bc1qf253tzxyp5rlfehup7elpfntjph92nku8wrwuy"", ""bc1qjvan06spz9nw8dzlfas4j0830cdgxq328njheh"", ""bc1qlggen4agt4pu86gmjpt034p445n0cxc8nr3mzl"", ""bc1qeyawz2qrysdnnzk43lvgnxpqelgpngyfsp48u4"", ""bc1qpr7t089gzjeznjy6d9sy2ccufwshk8c0jaap5j""]","[0.329676, 0.311845, 0.255619, 0.290471, 0.307277, 0.279457, 0.263741, 0.288716, 0.275166, 0.270569, 0.267521, 0.284463]","[0.037926, 0.061055, 0.25, 0.019779, 0.039681, 0.016731, 0.25, 0.25, 0.25, 0.25, 0.033673, 0.012951, 0.024376, 0.028667, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.004829, 0.078886, 0.056487]",12,24,3.424521,3.415041,0.00948,63774.2,217791.51,604.5794,COINJOIN_MIXING
f7cbb45e36a3fd9de52a1f915f63cb9b93df677fbcd9971c0cf1c2c6ed41a9d5,1708483724,2024-02-21 02:48:44,134.209.243.189,54.210.186.149,64190,8333,US,"AS14061 DigitalOcean, LLC",P2WSH,"[""bc1qyfymfan8nr0yuvh3ajp0rzae55ul86sdvdulq0d6gj9e0r7dfhyrtygpz2""]","[""bc1qmtd8t249qk6hdrg7km3mjrxlpyf6tnuldl3txn""]",[0.017629],[0.01753177],1,1,0.017629,0.01753177,9.723e-05,63882.25,1119.97,6.2113,NORMAL
9a6f88490f7767b524828259b1b14dac380c1d0be1af886ca452e31e5afd43d4,1708506236,2024-02-21 09:03:56,134.209.48.55,54.210.145.71,42545,8333,US,"AS14061 DigitalOcean, LLC",P2WPKH,"[""bc1qmv4vugtudt5a42rsaepnkku5g88qywfymvc7p3"", ""bc1qkz63x5mgmlxk8v7jdah0fmcy224rkqegd4eg6c""]","[""1CZEERnVMDfFVGG4tQRsabTGePbUg4hpPy"", ""bc1q3fqjlrv8w0r7wcf75gs762k03prx603yzs4nyh""]","[0.071239, 0.072138]","[0.048605, 0.094651]",2,2,0.143377,0.143256,0.00012096,63966.84,9163.63,7.7374,NORMAL
c6c8ccc1989804a18aa68f455a6c5b78b9e0fa111126054fe8ad3bcc44e894bb,1708516147,2024-02-21 11:49:07,136.243.41.127,136.243.184.21,42490,8333,DE,AS24940 Hetzner Online GmbH,P2WPKH,"[""bc1qhv4lwuxj76t33zl5e8p449x2kmvh8nt83stush"", ""bc1qu8kkap5ragy8xsn593na47p02ya3hh53px0w3y""]","[""bc1qmwcmydwtv5z53z9peksvuv5nf7syp6ktvz0nd9"", ""bc1qqdespmyvcrs4l88tavuy297ut3r4awfhyytpjf""]","[0.029211, 0.028864]","[0.026474, 0.031493]",2,2,0.058075,0.057967,0.00010761,64030.27,3711.64,6.8903,NORMAL
9ab31b01e5e9982f44a733c8727d6ceb3fc630574573675f5887a06737a4e3e0,1708560139,2024-02-22 00:02:19,65.21.218.161,54.210.105.36,56872,8333,DE,AS24940 Hetzner Online GmbH,P2SH,"[""37npyRh5eAfcTkfHuMS2jeXVVYeB""]","[""bc1qtscvl6ejwevsfsg3wzpua499rt0t9zeffzf37t"", ""3a9CjUfZSUetK5W7Y7MxR9UcPmJ4E4xCg""]",[0.501044],"[0.324792, 0.176172]",1,2,0.501044,0.500964,7.96e-05,64244.92,32184.39,5.1139,NORMAL
517b2c38da3fdfed1c66ce406b4e808536c5c5d77022b0fa299000ae1a8295ea,1708583577,2024-02-22 06:32:57,149.202.157.15,149.202.181.18,54813,8333,FR,AS16276 OVH SAS,P2WPKH,"[""bc1q8ryrn9ez7945a4phnkm7ra09uyjp7rtcjvrc44""]","[""bc1pytl2s7lw2tmx0s2mmh63a4xku2sqqpqhs4zfsxvarek8f76zgmcnhd5mpe"", ""bc1q28z89q0ppk7l2cmycu47amcjrlvjw0axyj6qla""]",[0.076137],"[0.052017, 0.023971]",1,2,0.076137,0.075988,0.00014922,64360.06,4890.59,9.6038,NORMAL
